09-29-2025 14:38:27 RAM 15890/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@806,0%@806,0%@806,0%@806,0%@1574,0%@1574,0%@1574,0%@1574,off,off,off,off] EMC_FREQ 2%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.625C soc2@40.406C soc0@40.968C gpu@39.968C tj@43.625C soc1@40.468C VDD_GPU_SOC 2798mW/2798mW VDD_CPU_CV 1199mW/1199mW VIN_SYS_5V0 3421mW/3421mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.75C soc2@40.406C soc0@40.968C gpu@39.75C tj@43.75C soc1@40.281C VDD_GPU_SOC 2399mW/2427mW VDD_CPU_CV 399mW/445mW VIN_SYS_5V0 3215mW/3259mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.656C soc2@40.437C soc0@41.031C gpu@39.781C tj@43.437C soc1@40.406C VDD_GPU_SOC 2399mW/2427mW VDD_CPU_CV 399mW/445mW VIN_SYS_5V0 3215mW/3259mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,16%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.312C soc0@41.062C gpu@39.781C tj@43.343C soc1@40.343C VDD_GPU_SOC 2399mW/2427mW VDD_CPU_CV 399mW/444mW VIN_SYS_5V0 3215mW/3258mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.468C soc2@40.343C soc0@40.906C gpu@39.937C tj@43.468C soc1@40.312C VDD_GPU_SOC 2399mW/2427mW VDD_CPU_CV 399mW/444mW VIN_SYS_5V0 3215mW/3258mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.593C soc2@40.375C soc0@40.906C gpu@39.968C tj@43.593C soc1@40.312C VDD_GPU_SOC 2399mW/2426mW VDD_CPU_CV 399mW/443mW VIN_SYS_5V0 3215mW/3258mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.437C soc2@40.312C soc0@40.875C gpu@39.625C tj@43.437C soc1@40.312C VDD_GPU_SOC 2399mW/2426mW VDD_CPU_CV 399mW/443mW VIN_SYS_5V0 3215mW/3257mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.656C soc2@40.406C soc0@40.937C gpu@39.843C tj@43.656C soc1@40.281C VDD_GPU_SOC 2399mW/2426mW VDD_CPU_CV 399mW/443mW VIN_SYS_5V0 3215mW/3257mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,14%@729,0%@729,14%@729,0%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.406C soc0@40.968C gpu@39.937C tj@43.343C soc1@40.343C VDD_GPU_SOC 2399mW/2426mW VDD_CPU_CV 399mW/442mW VIN_SYS_5V0 3215mW/3257mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.343C soc0@40.875C gpu@39.781C tj@43.5C soc1@40.375C VDD_GPU_SOC 2399mW/2425mW VDD_CPU_CV 399mW/442mW VIN_SYS_5V0 3215mW/3256mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,20%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.468C soc2@40.343C soc0@40.906C gpu@39.718C tj@43.468C soc1@40.312C VDD_GPU_SOC 2399mW/2425mW VDD_CPU_CV 399mW/442mW VIN_SYS_5V0 3215mW/3256mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,16%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.531C soc2@40.375C soc0@41C gpu@39.687C tj@43.531C soc1@40.281C VDD_GPU_SOC 2399mW/2425mW VDD_CPU_CV 399mW/441mW VIN_SYS_5V0 3215mW/3255mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.718C soc2@40.437C soc0@40.937C gpu@39.687C tj@43.718C soc1@40.312C VDD_GPU_SOC 2399mW/2425mW VDD_CPU_CV 399mW/441mW VIN_SYS_5V0 3215mW/3255mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.562C soc2@40.406C soc0@40.937C gpu@39.687C tj@43.562C soc1@40.25C VDD_GPU_SOC 2399mW/2425mW VDD_CPU_CV 399mW/441mW VIN_SYS_5V0 3215mW/3255mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [25%@729,20%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.375C soc2@40.343C soc0@41.093C gpu@39.687C tj@43.375C soc1@40.406C VDD_GPU_SOC 2399mW/2424mW VDD_CPU_CV 399mW/440mW VIN_SYS_5V0 3215mW/3255mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.406C soc2@40.375C soc0@40.937C gpu@39.781C tj@43.406C soc1@40.312C VDD_GPU_SOC 2399mW/2424mW VDD_CPU_CV 399mW/440mW VIN_SYS_5V0 3215mW/3254mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.531C soc2@40.437C soc0@40.968C gpu@40C tj@43.531C soc1@40.312C VDD_GPU_SOC 2399mW/2424mW VDD_CPU_CV 399mW/440mW VIN_SYS_5V0 3215mW/3254mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,16%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.375C soc2@40.437C soc0@40.968C gpu@39.562C tj@43.375C soc1@40.375C VDD_GPU_SOC 2399mW/2424mW VDD_CPU_CV 399mW/439mW VIN_SYS_5V0 3215mW/3254mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [20%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.656C soc2@40.468C soc0@41.093C gpu@39.875C tj@43.656C soc1@40.312C VDD_GPU_SOC 2399mW/2424mW VDD_CPU_CV 399mW/439mW VIN_SYS_5V0 3215mW/3253mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,14%@729,14%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.343C soc0@40.875C gpu@40C tj@43.343C soc1@40.375C VDD_GPU_SOC 2399mW/2423mW VDD_CPU_CV 399mW/439mW VIN_SYS_5V0 3215mW/3253mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.375C soc2@40.375C soc0@40.937C gpu@40.062C tj@43.375C soc1@40.5C VDD_GPU_SOC 2399mW/2423mW VDD_CPU_CV 399mW/438mW VIN_SYS_5V0 3215mW/3253mW
09-29-2025 14:38:33 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,25%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.593C soc2@40.343C soc0@40.968C gpu@39.875C tj@43.593C soc1@40.25C VDD_GPU_SOC 2399mW/2423mW VDD_CPU_CV 399mW/438mW VIN_SYS_5V0 3215mW/3252mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,20%@729,20%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.468C soc2@40.375C soc0@40.968C gpu@39.718C tj@43.468C soc1@40.281C VDD_GPU_SOC 2399mW/2423mW VDD_CPU_CV 399mW/438mW VIN_SYS_5V0 3215mW/3252mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,12%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.718C soc2@40.406C soc0@41C gpu@39.593C tj@43.718C soc1@40.312C VDD_GPU_SOC 2399mW/2423mW VDD_CPU_CV 399mW/438mW VIN_SYS_5V0 3215mW/3252mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,16%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.562C soc2@40.375C soc0@41C gpu@39.843C tj@43.312C soc1@40.375C VDD_GPU_SOC 2399mW/2422mW VDD_CPU_CV 399mW/437mW VIN_SYS_5V0 3215mW/3252mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.531C soc2@40.406C soc0@40.937C gpu@40.062C tj@43.531C soc1@40.437C VDD_GPU_SOC 2399mW/2422mW VDD_CPU_CV 399mW/437mW VIN_SYS_5V0 3215mW/3251mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,14%@729,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.375C soc0@40.937C gpu@39.593C tj@43.343C soc1@40.375C VDD_GPU_SOC 2399mW/2422mW VDD_CPU_CV 399mW/437mW VIN_SYS_5V0 3215mW/3251mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,25%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.593C soc2@40.343C soc0@41C gpu@39.593C tj@43.593C soc1@40.281C VDD_GPU_SOC 2399mW/2422mW VDD_CPU_CV 399mW/436mW VIN_SYS_5V0 3215mW/3251mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,14%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.812C soc2@40.406C soc0@41.093C gpu@40.031C tj@43.812C soc1@40.343C VDD_GPU_SOC 2399mW/2422mW VDD_CPU_CV 399mW/436mW VIN_SYS_5V0 3215mW/3251mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.593C soc2@40.468C soc0@41C gpu@39.875C tj@43.593C soc1@40.312C VDD_GPU_SOC 2399mW/2422mW VDD_CPU_CV 399mW/436mW VIN_SYS_5V0 3215mW/3250mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,14%@729,0%@729,0%@729,20%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.375C soc0@41.093C gpu@39.656C tj@43.343C soc1@40.343C VDD_GPU_SOC 2398mW/2421mW VDD_CPU_CV 399mW/436mW VIN_SYS_5V0 3215mW/3250mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,25%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.437C soc2@40.375C soc0@40.906C gpu@39.593C tj@43.437C soc1@40.437C VDD_GPU_SOC 2398mW/2421mW VDD_CPU_CV 399mW/435mW VIN_SYS_5V0 3215mW/3250mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,14%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.375C soc2@40.375C soc0@40.906C gpu@39.656C tj@43.5C soc1@40.25C VDD_GPU_SOC 2398mW/2421mW VDD_CPU_CV 399mW/435mW VIN_SYS_5V0 3315mW/3250mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.406C soc2@40.375C soc0@40.937C gpu@39.937C tj@43.406C soc1@40.218C VDD_GPU_SOC 2398mW/2421mW VDD_CPU_CV 399mW/435mW VIN_SYS_5V0 3315mW/3251mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,25%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.75C soc2@40.375C soc0@41C gpu@39.781C tj@43.75C soc1@40.312C VDD_GPU_SOC 2398mW/2421mW VDD_CPU_CV 399mW/435mW VIN_SYS_5V0 3315mW/3251mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.562C soc2@40.406C soc0@41C gpu@39.937C tj@43.562C soc1@40.312C VDD_GPU_SOC 2399mW/2421mW VDD_CPU_CV 399mW/434mW VIN_SYS_5V0 3215mW/3251mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.281C soc2@40.437C soc0@41.093C gpu@40.062C tj@43.281C soc1@40.312C VDD_GPU_SOC 2398mW/2421mW VDD_CPU_CV 399mW/434mW VIN_SYS_5V0 3215mW/3251mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,16%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.656C soc2@40.375C soc0@41.093C gpu@39.562C tj@43.375C soc1@40.343C VDD_GPU_SOC 2398mW/2420mW VDD_CPU_CV 399mW/434mW VIN_SYS_5V0 3215mW/3250mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [14%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.312C soc0@40.906C gpu@39.843C tj@43.343C soc1@40.375C VDD_GPU_SOC 2398mW/2420mW VDD_CPU_CV 399mW/434mW VIN_SYS_5V0 3215mW/3250mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.312C soc0@40.906C gpu@39.687C tj@43.343C soc1@40.312C VDD_GPU_SOC 2398mW/2420mW VDD_CPU_CV 399mW/433mW VIN_SYS_5V0 3215mW/3250mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.593C soc2@40.406C soc0@40.906C gpu@39.781C tj@43.593C soc1@40.281C VDD_GPU_SOC 2398mW/2420mW VDD_CPU_CV 399mW/433mW VIN_SYS_5V0 3215mW/3250mW
09-29-2025 14:38:34 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [25%@729,25%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.437C soc0@40.968C gpu@39.937C tj@43.343C soc1@40.312C VDD_GPU_SOC 2398mW/2420mW VDD_CPU_CV 399mW/433mW VIN_SYS_5V0 3215mW/3250mW
09-29-2025 14:38:35 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,16%@729,0%@729,0%@729,0%@729,16%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.75C soc2@40.375C soc0@41C gpu@40.062C tj@43.75C soc1@40.375C VDD_GPU_SOC 2399mW/2420mW VDD_CPU_CV 399mW/433mW VIN_SYS_5V0 3215mW/3249mW
09-29-2025 14:38:35 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.437C soc2@40.375C soc0@41C gpu@39.75C tj@43.437C soc1@40.312C VDD_GPU_SOC 2399mW/2420mW VDD_CPU_CV 399mW/433mW VIN_SYS_5V0 3215mW/3249mW
09-29-2025 14:38:35 RAM 15893/62841MB (lfb 83x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@729,0%@729,0%@729,28%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@204 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@40.312C soc0@40.968C gpu@39.656C tj@43.343C soc1@40.343C VDD_GPU_SOC 2399mW/2419mW VDD_CPU_CV 399mW/432mW VIN_SYS_5V0 3215mW/3249mW
