09-29-2025 14:32:50 RAM 15599/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [50%@729,0%@729,0%@729,0%@729,0%@1303,0%@1113,0%@1113,0%@1113,off,off,off,off] EMC_FREQ 2%@2133 GR3D_FREQ 0%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.093C soc2@39.937C soc0@40.593C gpu@39.531C tj@43.093C soc1@39.812C VDD_GPU_SOC 2798mW/2798mW VDD_CPU_CV 1199mW/1199mW VIN_SYS_5V0 3421mW/3421mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,66%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.343C soc2@39.937C soc0@40.406C gpu@39.468C tj@43.343C soc1@39.812C VDD_GPU_SOC 2798mW/2531mW VDD_CPU_CV 1199mW/620mW VIN_SYS_5V0 3321mW/3270mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.156C soc2@39.906C soc0@40.406C gpu@39.093C tj@43.156C soc1@39.75C VDD_GPU_SOC 2798mW/2532mW VDD_CPU_CV 1199mW/622mW VIN_SYS_5V0 3321mW/3270mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.156C soc2@40.031C soc0@40.468C gpu@39.562C tj@43.156C soc1@39.812C VDD_GPU_SOC 2798mW/2533mW VDD_CPU_CV 1199mW/624mW VIN_SYS_5V0 3321mW/3270mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.218C soc2@39.906C soc0@40.343C gpu@39.5C tj@43.218C soc1@39.718C VDD_GPU_SOC 2798mW/2534mW VDD_CPU_CV 1199mW/626mW VIN_SYS_5V0 3321mW/3270mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,66%@1728,33%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.125C soc2@39.937C soc0@40.468C gpu@39.156C tj@43.125C soc1@39.812C VDD_GPU_SOC 2798mW/2535mW VDD_CPU_CV 1199mW/628mW VIN_SYS_5V0 3321mW/3271mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.25C soc2@39.937C soc0@40.406C gpu@39.593C tj@43.25C soc1@39.75C VDD_GPU_SOC 2798mW/2536mW VDD_CPU_CV 1199mW/631mW VIN_SYS_5V0 3321mW/3271mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.375C soc2@39.937C soc0@40.562C gpu@39.187C tj@43.187C soc1@39.843C VDD_GPU_SOC 2798mW/2537mW VDD_CPU_CV 1199mW/633mW VIN_SYS_5V0 3321mW/3271mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [50%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.375C soc2@40C soc0@40.468C gpu@39.187C tj@43.375C soc1@39.718C VDD_GPU_SOC 2798mW/2538mW VDD_CPU_CV 1199mW/635mW VIN_SYS_5V0 3321mW/3271mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,50%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.187C soc2@39.906C soc0@40.375C gpu@39.156C tj@43.187C soc1@39.843C VDD_GPU_SOC 2798mW/2539mW VDD_CPU_CV 1199mW/637mW VIN_SYS_5V0 3321mW/3271mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,66%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.25C soc2@40C soc0@40.468C gpu@39.562C tj@43.25C soc1@39.781C VDD_GPU_SOC 2798mW/2540mW VDD_CPU_CV 1199mW/639mW VIN_SYS_5V0 3321mW/3272mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.125C soc2@39.906C soc0@40.375C gpu@39.187C tj@43.218C soc1@39.875C VDD_GPU_SOC 2798mW/2541mW VDD_CPU_CV 1199mW/641mW VIN_SYS_5V0 3321mW/3272mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.093C soc2@39.968C soc0@40.468C gpu@39.156C tj@43.093C soc1@39.781C VDD_GPU_SOC 2798mW/2542mW VDD_CPU_CV 1199mW/643mW VIN_SYS_5V0 3321mW/3272mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,33%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.187C soc2@39.843C soc0@40.343C gpu@39.281C tj@43.187C soc1@39.875C VDD_GPU_SOC 2798mW/2543mW VDD_CPU_CV 1199mW/645mW VIN_SYS_5V0 3321mW/3272mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,66%@1728,0%@729,25%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.375C soc2@39.968C soc0@40.468C gpu@39.218C tj@43.375C soc1@39.781C VDD_GPU_SOC 2798mW/2544mW VDD_CPU_CV 1199mW/647mW VIN_SYS_5V0 3321mW/3272mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [33%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.062C soc2@39.937C soc0@40.375C gpu@39.218C tj@43.343C soc1@39.937C VDD_GPU_SOC 2798mW/2545mW VDD_CPU_CV 1199mW/649mW VIN_SYS_5V0 3321mW/3272mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.125C soc2@40C soc0@40.5C gpu@39.187C tj@43.125C soc1@39.812C VDD_GPU_SOC 2798mW/2546mW VDD_CPU_CV 1199mW/651mW VIN_SYS_5V0 3321mW/3273mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,33%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.25C soc2@39.906C soc0@40.406C gpu@39.25C tj@43.25C soc1@39.812C VDD_GPU_SOC 2798mW/2547mW VDD_CPU_CV 1199mW/653mW VIN_SYS_5V0 3321mW/3273mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,66%@1728,33%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.062C soc2@40C soc0@40.5C gpu@39.25C tj@43.062C soc1@39.812C VDD_GPU_SOC 2798mW/2547mW VDD_CPU_CV 1199mW/654mW VIN_SYS_5V0 3321mW/3273mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,33%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.125C soc2@39.906C soc0@40.375C gpu@39.187C tj@43.125C soc1@39.687C VDD_GPU_SOC 2798mW/2548mW VDD_CPU_CV 1199mW/656mW VIN_SYS_5V0 3321mW/3273mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,33%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.187C soc2@39.843C soc0@40.406C gpu@39.281C tj@43.187C soc1@39.843C VDD_GPU_SOC 2798mW/2549mW VDD_CPU_CV 1199mW/658mW VIN_SYS_5V0 3321mW/3273mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.312C soc2@39.968C soc0@40.375C gpu@39.25C tj@43.312C soc1@39.75C VDD_GPU_SOC 2798mW/2550mW VDD_CPU_CV 1199mW/660mW VIN_SYS_5V0 3321mW/3273mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.031C soc2@39.968C soc0@40.375C gpu@39.25C tj@43.031C soc1@39.875C VDD_GPU_SOC 2798mW/2551mW VDD_CPU_CV 1199mW/662mW VIN_SYS_5V0 3321mW/3274mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,66%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.25C soc2@39.968C soc0@40.437C gpu@39.281C tj@43.125C soc1@39.75C VDD_GPU_SOC 2798mW/2552mW VDD_CPU_CV 1199mW/664mW VIN_SYS_5V0 3321mW/3274mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.156C soc2@39.843C soc0@40.5C gpu@39.281C tj@43.156C soc1@39.843C VDD_GPU_SOC 2798mW/2553mW VDD_CPU_CV 1199mW/666mW VIN_SYS_5V0 3321mW/3274mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,33%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.406C soc2@39.937C soc0@40.5C gpu@39.187C tj@43.406C soc1@39.781C VDD_GPU_SOC 2798mW/2553mW VDD_CPU_CV 1199mW/667mW VIN_SYS_5V0 3321mW/3274mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,33%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.062C soc2@39.906C soc0@40.343C gpu@39.125C tj@43.062C soc1@39.812C VDD_GPU_SOC 2798mW/2554mW VDD_CPU_CV 1199mW/669mW VIN_SYS_5V0 3321mW/3274mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,75%@1728,0%@729,0%@729,33%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.218C soc2@39.906C soc0@40.5C gpu@39.281C tj@43.218C soc1@39.812C VDD_GPU_SOC 2798mW/2555mW VDD_CPU_CV 1199mW/671mW VIN_SYS_5V0 3321mW/3274mW
09-29-2025 14:33:03 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.218C soc2@39.906C soc0@40.406C gpu@39.281C tj@43.218C soc1@39.781C VDD_GPU_SOC 2798mW/2556mW VDD_CPU_CV 1199mW/673mW VIN_SYS_5V0 3321mW/3275mW
09-29-2025 14:33:04 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [33%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,50%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.093C soc2@39.812C soc0@40.468C gpu@39.125C tj@43.093C soc1@39.875C VDD_GPU_SOC 2798mW/2557mW VDD_CPU_CV 1199mW/675mW VIN_SYS_5V0 3321mW/3275mW
09-29-2025 14:33:04 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,33%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43C soc2@39.968C soc0@40.468C gpu@39.187C tj@43C soc1@39.812C VDD_GPU_SOC 2798mW/2558mW VDD_CPU_CV 1199mW/676mW VIN_SYS_5V0 3321mW/3275mW
09-29-2025 14:33:04 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,66%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.187C soc2@40C soc0@40.406C gpu@39.437C tj@43.187C soc1@39.781C VDD_GPU_SOC 2798mW/2558mW VDD_CPU_CV 1199mW/678mW VIN_SYS_5V0 3321mW/3275mW
09-29-2025 14:33:04 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 32%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.375C soc2@39.875C soc0@40.5C gpu@39.468C tj@43.125C soc1@39.906C VDD_GPU_SOC 2798mW/2559mW VDD_CPU_CV 1199mW/680mW VIN_SYS_5V0 3321mW/3275mW
09-29-2025 14:33:04 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.312C soc2@39.937C soc0@40.375C gpu@39.312C tj@43.312C soc1@39.781C VDD_GPU_SOC 2798mW/2560mW VDD_CPU_CV 1199mW/682mW VIN_SYS_5V0 3321mW/3275mW
09-29-2025 14:33:04 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,33%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.125C soc2@39.906C soc0@40.343C gpu@39.562C tj@43.125C soc1@39.812C VDD_GPU_SOC 2798mW/2561mW VDD_CPU_CV 1199mW/683mW VIN_SYS_5V0 3321mW/3275mW
09-29-2025 14:33:04 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,75%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.156C soc2@39.968C soc0@40.468C gpu@39.5C tj@43.156C soc1@39.718C VDD_GPU_SOC 2798mW/2561mW VDD_CPU_CV 1199mW/685mW VIN_SYS_5V0 3321mW/3276mW
09-29-2025 14:33:04 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,0%@1728,0%@729,0%@729,0%@729,33%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.093C soc2@39.937C soc0@40.343C gpu@39.312C tj@43.093C soc1@39.812C VDD_GPU_SOC 2798mW/2562mW VDD_CPU_CV 1199mW/687mW VIN_SYS_5V0 3321mW/3276mW
09-29-2025 14:33:04 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.468C soc2@39.937C soc0@40.468C gpu@39.656C tj@43.468C soc1@39.75C VDD_GPU_SOC 2798mW/2563mW VDD_CPU_CV 1199mW/688mW VIN_SYS_5V0 3321mW/3276mW
09-29-2025 14:33:04 RAM 15611/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.125C soc2@39.968C soc0@40.343C gpu@39.531C tj@43.125C soc1@39.843C VDD_GPU_SOC 2798mW/2564mW VDD_CPU_CV 1199mW/690mW VIN_SYS_5V0 3321mW/3276mW
09-29-2025 14:33:04 RAM 15612/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [50%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.281C soc2@40.031C soc0@40.437C gpu@39.437C tj@43.281C soc1@39.781C VDD_GPU_SOC 2798mW/2565mW VDD_CPU_CV 1199mW/692mW VIN_SYS_5V0 3321mW/3276mW
09-29-2025 14:33:04 RAM 15612/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,75%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 35%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43C soc2@39.875C soc0@40.343C gpu@39.156C tj@43C soc1@39.906C VDD_GPU_SOC 2798mW/2565mW VDD_CPU_CV 1199mW/693mW VIN_SYS_5V0 3321mW/3276mW
09-29-2025 14:33:04 RAM 15612/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,25%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.125C soc2@39.968C soc0@40.531C gpu@39.281C tj@43.125C soc1@39.843C VDD_GPU_SOC 2798mW/2566mW VDD_CPU_CV 1199mW/695mW VIN_SYS_5V0 3321mW/3276mW
09-29-2025 14:33:04 RAM 15612/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,100%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 30%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.156C soc2@39.906C soc0@40.437C gpu@39.218C tj@43.593C soc1@39.75C VDD_GPU_SOC 2798mW/2567mW VDD_CPU_CV 1199mW/697mW VIN_SYS_5V0 3321mW/3277mW
09-29-2025 14:33:04 RAM 15612/62841MB (lfb 82x4MB) SWAP 0/31420MB (cached 0MB) CPU [0%@1728,0%@1728,0%@1728,66%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 0%@2133 GR3D_FREQ 34%@[305,0] NVENC off NVDEC off NVJPG off NVJPG1 off VIC off OFA off NVDLA0 off NVDLA1 off PVA0_FREQ off APE 174 cpu@43.187C soc2@39.906C soc0@40.343C gpu@39.312C tj@43.187C soc1@39.843C VDD_GPU_SOC 2798mW/2568mW VDD_CPU_CV 1199mW/698mW VIN_SYS_5V0 3321mW/3277mW
